"SUBJECT","Subject","LOCATION","Country","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"CPGREN","Consumer prices - energy ","FRA","France","GP","Percentage change from previous period","A","Annual","2004","2004","PC","Percentage","0","Units",,,4.960553,,
"CPGREN","Consumer prices - energy ","FRA","France","GP","Percentage change from previous period","A","Annual","2005","2005","PC","Percentage","0","Units",,,10.3273,,
"CPGREN","Consumer prices - energy ","FRA","France","GP","Percentage change from previous period","A","Annual","2006","2006","PC","Percentage","0","Units",,,6.356844,,
"CPGREN","Consumer prices - energy ","FRA","France","GP","Percentage change from previous period","A","Annual","2007","2007","PC","Percentage","0","Units",,,1.503704,,
"CPGREN","Consumer prices - energy ","FRA","France","GP","Percentage change from previous period","A","Annual","2008","2008","PC","Percentage","0","Units",,,11.52482,,
"CPGREN","Consumer prices - energy ","FRA","France","GP","Percentage change from previous period","A","Annual","2009","2009","PC","Percentage","0","Units",,,-12.42782,,
"CPGREN","Consumer prices - energy ","FRA","France","GP","Percentage change from previous period","A","Annual","2010","2010","PC","Percentage","0","Units",,,9.879292,,
"CPGREN","Consumer prices - energy ","FRA","France","GP","Percentage change from previous period","A","Annual","2011","2011","PC","Percentage","0","Units",,,12.61001,,
"CPGREN","Consumer prices - energy ","FRA","France","GP","Percentage change from previous period","A","Annual","2012","2012","PC","Percentage","0","Units",,,5.131421,,
"CPGREN","Consumer prices - energy ","FRA","France","GP","Percentage change from previous period","A","Annual","2013","2013","PC","Percentage","0","Units",,,0.7326354,,
"CPGREN","Consumer prices - energy ","FRA","France","GP","Percentage change from previous period","A","Annual","2014","2014","PC","Percentage","0","Units",,,-1.476806,,
"CPGREN","Consumer prices - energy ","FRA","France","GP","Percentage change from previous period","A","Annual","2015","2015","PC","Percentage","0","Units",,,-4.764578,,
"CPGREN","Consumer prices - energy ","DEU","Germany","GP","Percentage change from previous period","A","Annual","2000","2000","PC","Percentage","0","Units",,,13.88991,,
"CPGREN","Consumer prices - energy ","DEU","Germany","GP","Percentage change from previous period","A","Annual","2001","2001","PC","Percentage","0","Units",,,6.123619,,
"CPGREN","Consumer prices - energy ","DEU","Germany","GP","Percentage change from previous period","A","Annual","2002","2002","PC","Percentage","0","Units",,,0.4296306,,
"CPGREN","Consumer prices - energy ","DEU","Germany","GP","Percentage change from previous period","A","Annual","2003","2003","PC","Percentage","0","Units",,,3.994356,,
"CPGREN","Consumer prices - energy ","DEU","Germany","GP","Percentage change from previous period","A","Annual","2004","2004","PC","Percentage","0","Units",,,4.075514,,
"CPGREN","Consumer prices - energy ","DEU","Germany","GP","Percentage change from previous period","A","Annual","2005","2005","PC","Percentage","0","Units",,,9.674365,,
"CPGREN","Consumer prices - energy ","DEU","Germany","GP","Percentage change from previous period","A","Annual","2006","2006","PC","Percentage","0","Units",,,8.060333,,
"CPGREN","Consumer prices - energy ","DEU","Germany","GP","Percentage change from previous period","A","Annual","2007","2007","PC","Percentage","0","Units",,,3.942425,,
"CPGREN","Consumer prices - energy ","DEU","Germany","GP","Percentage change from previous period","A","Annual","2008","2008","PC","Percentage","0","Units",,,9.490622,,
"CPGREN","Consumer prices - energy ","DEU","Germany","GP","Percentage change from previous period","A","Annual","2009","2009","PC","Percentage","0","Units",,,-5.512403,,
"CPGREN","Consumer prices - energy ","DEU","Germany","GP","Percentage change from previous period","A","Annual","2010","2010","PC","Percentage","0","Units",,,4.012978,,
"CPGREN","Consumer prices - energy ","DEU","Germany","GP","Percentage change from previous period","A","Annual","2011","2011","PC","Percentage","0","Units",,,10.07078,,
"CPGREN","Consumer prices - energy ","DEU","Germany","GP","Percentage change from previous period","A","Annual","2012","2012","PC","Percentage","0","Units",,,5.727448,,
"CPGREN","Consumer prices - energy ","DEU","Germany","GP","Percentage change from previous period","A","Annual","2013","2013","PC","Percentage","0","Units",,,1.374716,,
"CPGREN","Consumer prices - energy ","DEU","Germany","GP","Percentage change from previous period","A","Annual","2014","2014","PC","Percentage","0","Units",,,-2.099496,,
"CPGREN","Consumer prices - energy ","DEU","Germany","GP","Percentage change from previous period","A","Annual","2015","2015","PC","Percentage","0","Units",,,-7.025686,,
"CPGREN","Consumer prices - energy ","GRC","Greece","GP","Percentage change from previous period","A","Annual","2000","2000","PC","Percentage","0","Units",,,17.18141,,
"CPGREN","Consumer prices - energy ","GRC","Greece","GP","Percentage change from previous period","A","Annual","2001","2001","PC","Percentage","0","Units",,,-1.433978,,
"CPGREN","Consumer prices - energy ","GRC","Greece","GP","Percentage change from previous period","A","Annual","2002","2002","PC","Percentage","0","Units",,,-0.2974916,,
"CPGREN","Consumer prices - energy ","GRC","Greece","GP","Percentage change from previous period","A","Annual","2003","2003","PC","Percentage","0","Units",,,3.694318,,
"CPGREN","Consumer prices - energy ","GRC","Greece","GP","Percentage change from previous period","A","Annual","2004","2004","PC","Percentage","0","Units",,,6.121068,,
"CPGREN","Consumer prices - energy ","GRC","Greece","GP","Percentage change from previous period","A","Annual","2005","2005","PC","Percentage","0","Units",,,14.20825,,
"CPGREN","Consumer prices - energy ","GRC","Greece","GP","Percentage change from previous period","A","Annual","2006","2006","PC","Percentage","0","Units",,,9.009921,,
"CPGREN","Consumer prices - energy ","GRC","Greece","GP","Percentage change from previous period","A","Annual","2007","2007","PC","Percentage","0","Units",,,3.464304,,
"CPGREN","Consumer prices - energy ","GRC","Greece","GP","Percentage change from previous period","A","Annual","2008","2008","PC","Percentage","0","Units",,,13.27245,,
"CPGREN","Consumer prices - energy ","GRC","Greece","GP","Percentage change from previous period","A","Annual","2009","2009","PC","Percentage","0","Units",,,-11.36274,,
"CPGREN","Consumer prices - energy ","GRC","Greece","GP","Percentage change from previous period","A","Annual","2010","2010","PC","Percentage","0","Units",,,28.79689,,
"CPGREN","Consumer prices - energy ","GRC","Greece","GP","Percentage change from previous period","A","Annual","2011","2011","PC","Percentage","0","Units",,,16.51815,,
"CPGREN","Consumer prices - energy ","GRC","Greece","GP","Percentage change from previous period","A","Annual","2012","2012","PC","Percentage","0","Units",,,12.84765,,
"CPGREN","Consumer prices - energy ","GRC","Greece","GP","Percentage change from previous period","A","Annual","2013","2013","PC","Percentage","0","Units",,,6.556059,,
"CPGREN","Consumer prices - energy ","GRC","Greece","GP","Percentage change from previous period","A","Annual","2014","2014","PC","Percentage","0","Units",,,-1.78466,,
"CPGREN","Consumer prices - energy ","GRC","Greece","GP","Percentage change from previous period","A","Annual","2015","2015","PC","Percentage","0","Units",,,-10.27685,,
"CPGREN","Consumer prices - energy ","HUN","Hungary","GP","Percentage change from previous period","A","Annual","2000","2000","PC","Percentage","0","Units",,,17.33362,,
"CPGREN","Consumer prices - energy ","HUN","Hungary","GP","Percentage change from previous period","A","Annual","2001","2001","PC","Percentage","0","Units",,,4.442864,,
"CPGREN","Consumer prices - energy ","HUN","Hungary","GP","Percentage change from previous period","A","Annual","2002","2002","PC","Percentage","0","Units",,,2.544869,,
"CPGREN","Consumer prices - energy ","HUN","Hungary","GP","Percentage change from previous period","A","Annual","2003","2003","PC","Percentage","0","Units",,,5.507702,,
"CPGREN","Consumer prices - energy ","HUN","Hungary","GP","Percentage change from previous period","A","Annual","2004","2004","PC","Percentage","0","Units",,,10.15141,,
"CPGREN","Consumer prices - energy ","HUN","Hungary","GP","Percentage change from previous period","A","Annual","2005","2005","PC","Percentage","0","Units",,,7.354639,,
"CPGREN","Consumer prices - energy ","HUN","Hungary","GP","Percentage change from previous period","A","Annual","2006","2006","PC","Percentage","0","Units",,,6.825074,,
"CPGREN","Consumer prices - energy ","HUN","Hungary","GP","Percentage change from previous period","A","Annual","2007","2007","PC","Percentage","0","Units",,,13.79305,,
"CPGREN","Consumer prices - energy ","HUN","Hungary","GP","Percentage change from previous period","A","Annual","2008","2008","PC","Percentage","0","Units",,,11.69776,,
"CPGREN","Consumer prices - energy ","HUN","Hungary","GP","Percentage change from previous period","A","Annual","2009","2009","PC","Percentage","0","Units",,,2.724503,,
"CPGREN","Consumer prices - energy ","HUN","Hungary","GP","Percentage change from previous period","A","Annual","2010","2010","PC","Percentage","0","Units",,,10.7799,,
"CPGREN","Consumer prices - energy ","HUN","Hungary","GP","Percentage change from previous period","A","Annual","2011","2011","PC","Percentage","0","Units",,,9.005525,,
"CPGREN","Consumer prices - energy ","HUN","Hungary","GP","Percentage change from previous period","A","Annual","2012","2012","PC","Percentage","0","Units",,,8.704186,,
"CPGREN","Consumer prices - energy ","HUN","Hungary","GP","Percentage change from previous period","A","Annual","2013","2013","PC","Percentage","0","Units",,,-5.453937,,
"CPGREN","Consumer prices - energy ","HUN","Hungary","GP","Percentage change from previous period","A","Annual","2014","2014","PC","Percentage","0","Units",,,-6.823916,,
"CPGREN","Consumer prices - energy ","HUN","Hungary","GP","Percentage change from previous period","A","Annual","2015","2015","PC","Percentage","0","Units",,,-7.586052,,
"CPGREN","Consumer prices - energy ","ISL","Iceland","GP","Percentage change from previous period","A","Annual","2000","2000","PC","Percentage","0","Units",,,11.88029,,
"CPGREN","Consumer prices - energy ","ISL","Iceland","GP","Percentage change from previous period","A","Annual","2001","2001","PC","Percentage","0","Units",,,4.067265,,
"CPGREN","Consumer prices - energy ","ISL","Iceland","GP","Percentage change from previous period","A","Annual","2002","2002","PC","Percentage","0","Units",,,-2.107184,,
"CPGREN","Consumer prices - energy ","ISL","Iceland","GP","Percentage change from previous period","A","Annual","2003","2003","PC","Percentage","0","Units",,,1.984305,,
"CPGREN","Consumer prices - energy ","ISL","Iceland","GP","Percentage change from previous period","A","Annual","2004","2004","PC","Percentage","0","Units",,,7.524671,,
"CPGREN","Consumer prices - energy ","ISL","Iceland","GP","Percentage change from previous period","A","Annual","2005","2005","PC","Percentage","0","Units",,,6.124194,,
"CPGREN","Consumer prices - energy ","ISL","Iceland","GP","Percentage change from previous period","A","Annual","2006","2006","PC","Percentage","0","Units",,,7.956282,,
"CPGREN","Consumer prices - energy ","ISL","Iceland","GP","Percentage change from previous period","A","Annual","2007","2007","PC","Percentage","0","Units",,,1.684676,,
"CPGREN","Consumer prices - energy ","ISL","Iceland","GP","Percentage change from previous period","A","Annual","2008","2008","PC","Percentage","0","Units",,,21.68831,,
"CPGREN","Consumer prices - energy ","ISL","Iceland","GP","Percentage change from previous period","A","Annual","2009","2009","PC","Percentage","0","Units",,,8.156039,,
"CPGREN","Consumer prices - energy ","ISL","Iceland","GP","Percentage change from previous period","A","Annual","2010","2010","PC","Percentage","0","Units",,,15.47682,,
"CPGREN","Consumer prices - energy ","ISL","Iceland","GP","Percentage change from previous period","A","Annual","2011","2011","PC","Percentage","0","Units",,,17.06466,,
"CPGREN","Consumer prices - energy ","ISL","Iceland","GP","Percentage change from previous period","A","Annual","2012","2012","PC","Percentage","0","Units",,,8.740673,,
"CPGREN","Consumer prices - energy ","ISL","Iceland","GP","Percentage change from previous period","A","Annual","2013","2013","PC","Percentage","0","Units",,,0.09553044,,
"CPGREN","Consumer prices - energy ","ISL","Iceland","GP","Percentage change from previous period","A","Annual","2014","2014","PC","Percentage","0","Units",,,-1.348216,,
"CPGREN","Consumer prices - energy ","ISL","Iceland","GP","Percentage change from previous period","A","Annual","2015","2015","PC","Percentage","0","Units",,,-5.524089,,
"CPGREN","Consumer prices - energy ","IRL","Ireland","GP","Percentage change from previous period","A","Annual","2000","2000","PC","Percentage","0","Units",,,13.6561,,
"CPGREN","Consumer prices - energy ","IRL","Ireland","GP","Percentage change from previous period","A","Annual","2001","2001","PC","Percentage","0","Units",,,-2.646476,,
"CPGREN","Consumer prices - energy ","IRL","Ireland","GP","Percentage change from previous period","A","Annual","2002","2002","PC","Percentage","0","Units",,,3.474342,,
"CPGREN","Consumer prices - energy ","IRL","Ireland","GP","Percentage change from previous period","A","Annual","2003","2003","PC","Percentage","0","Units",,,4.046081,,
"CPGREN","Consumer prices - energy ","IRL","Ireland","GP","Percentage change from previous period","A","Annual","2004","2004","PC","Percentage","0","Units",,,8.412098,,
"CPGREN","Consumer prices - energy ","IRL","Ireland","GP","Percentage change from previous period","A","Annual","2005","2005","PC","Percentage","0","Units",,,12.66658,,
"CPGREN","Consumer prices - energy ","IRL","Ireland","GP","Percentage change from previous period","A","Annual","2006","2006","PC","Percentage","0","Units",,,8.125138,,
"CPGREN","Consumer prices - energy ","IRL","Ireland","GP","Percentage change from previous period","A","Annual","2007","2007","PC","Percentage","0","Units",,,4.6621,,
"CPGREN","Consumer prices - energy ","IRL","Ireland","GP","Percentage change from previous period","A","Annual","2008","2008","PC","Percentage","0","Units",,,8.801407,,
"CPGREN","Consumer prices - energy ","IRL","Ireland","GP","Percentage change from previous period","A","Annual","2009","2009","PC","Percentage","0","Units",,,-7.882923,,
"CPGREN","Consumer prices - energy ","IRL","Ireland","GP","Percentage change from previous period","A","Annual","2010","2010","PC","Percentage","0","Units",,,9.590643,,
"CPGREN","Consumer prices - energy ","IRL","Ireland","GP","Percentage change from previous period","A","Annual","2011","2011","PC","Percentage","0","Units",,,11.97972,,
"CPGREN","Consumer prices - energy ","IRL","Ireland","GP","Percentage change from previous period","A","Annual","2012","2012","PC","Percentage","0","Units",,,9.347947,,
"CPGREN","Consumer prices - energy ","IRL","Ireland","GP","Percentage change from previous period","A","Annual","2013","2013","PC","Percentage","0","Units",,,-0.1380012,,
"CPGREN","Consumer prices - energy ","IRL","Ireland","GP","Percentage change from previous period","A","Annual","2014","2014","PC","Percentage","0","Units",,,-1.454651,,
"CPGREN","Consumer prices - energy ","IRL","Ireland","GP","Percentage change from previous period","A","Annual","2015","2015","PC","Percentage","0","Units",,,-8.170344,,
"CPGREN","Consumer prices - energy ","ITA","Italy","GP","Percentage change from previous period","A","Annual","2000","2000","PC","Percentage","0","Units",,,11.6168,,
"CPGREN","Consumer prices - energy ","ITA","Italy","GP","Percentage change from previous period","A","Annual","2001","2001","PC","Percentage","0","Units",,,1.522547,,
"CPGREN","Consumer prices - energy ","ITA","Italy","GP","Percentage change from previous period","A","Annual","2002","2002","PC","Percentage","0","Units",,,-2.690338,,
"CPGREN","Consumer prices - energy ","ITA","Italy","GP","Percentage change from previous period","A","Annual","2003","2003","PC","Percentage","0","Units",,,3.15237,,
"CPGREN","Consumer prices - energy ","ITA","Italy","GP","Percentage change from previous period","A","Annual","2004","2004","PC","Percentage","0","Units",,,2.305649,,
"CPGREN","Consumer prices - energy ","ITA","Italy","GP","Percentage change from previous period","A","Annual","2005","2005","PC","Percentage","0","Units",,,8.730396,,
"CPGREN","Consumer prices - energy ","ITA","Italy","GP","Percentage change from previous period","A","Annual","2006","2006","PC","Percentage","0","Units",,,8.08697,,
"CPGREN","Consumer prices - energy ","ITA","Italy","GP","Percentage change from previous period","A","Annual","2007","2007","PC","Percentage","0","Units",,,0.9938205,,
"CPGREN","Consumer prices - energy ","ITA","Italy","GP","Percentage change from previous period","A","Annual","2008","2008","PC","Percentage","0","Units",,,10.12968,,
"CPGREN","Consumer prices - energy ","ITA","Italy","GP","Percentage change from previous period","A","Annual","2009","2009","PC","Percentage","0","Units",,,-8.187539,,
"CPGREN","Consumer prices - energy ","ITA","Italy","GP","Percentage change from previous period","A","Annual","2010","2010","PC","Percentage","0","Units",,,3.662258,,
"CPGREN","Consumer prices - energy ","ITA","Italy","GP","Percentage change from previous period","A","Annual","2011","2011","PC","Percentage","0","Units",,,11.3163,,
"CPGREN","Consumer prices - energy ","ITA","Italy","GP","Percentage change from previous period","A","Annual","2012","2012","PC","Percentage","0","Units",,,14.23425,,
"CPGREN","Consumer prices - energy ","ITA","Italy","GP","Percentage change from previous period","A","Annual","2013","2013","PC","Percentage","0","Units",,,-0.3686157,,
"CPGREN","Consumer prices - energy ","ITA","Italy","GP","Percentage change from previous period","A","Annual","2014","2014","PC","Percentage","0","Units",,,-2.955566,,
"CPGREN","Consumer prices - energy ","ITA","Italy","GP","Percentage change from previous period","A","Annual","2015","2015","PC","Percentage","0","Units",,,-6.996037,,
"CPGREN","Consumer prices - energy ","LUX","Luxembourg","GP","Percentage change from previous period","A","Annual","2000","2000","PC","Percentage","0","Units",,,19.81487,,
"CPGREN","Consumer prices - energy ","LUX","Luxembourg","GP","Percentage change from previous period","A","Annual","2001","2001","PC","Percentage","0","Units",,,-1.531591,,
"CPGREN","Consumer prices - energy ","LUX","Luxembourg","GP","Percentage change from previous period","A","Annual","2002","2002","PC","Percentage","0","Units",,,-4.194628,,
"CPGREN","Consumer prices - energy ","LUX","Luxembourg","GP","Percentage change from previous period","A","Annual","2003","2003","PC","Percentage","0","Units",,,2.501308,,
"CPGREN","Consumer prices - energy ","LUX","Luxembourg","GP","Percentage change from previous period","A","Annual","2004","2004","PC","Percentage","0","Units",,,8.997285,,
"CPGREN","Consumer prices - energy ","LUX","Luxembourg","GP","Percentage change from previous period","A","Annual","2005","2005","PC","Percentage","0","Units",,,15.32669,,
"CPGREN","Consumer prices - energy ","LUX","Luxembourg","GP","Percentage change from previous period","A","Annual","2006","2006","PC","Percentage","0","Units",,,9.563413,,
"CPGREN","Consumer prices - energy ","LUX","Luxembourg","GP","Percentage change from previous period","A","Annual","2007","2007","PC","Percentage","0","Units",,,2.396653,,
"CPGREN","Consumer prices - energy ","LUX","Luxembourg","GP","Percentage change from previous period","A","Annual","2008","2008","PC","Percentage","0","Units",,,13.4662,,
"CPGREN","Consumer prices - energy ","LUX","Luxembourg","GP","Percentage change from previous period","A","Annual","2009","2009","PC","Percentage","0","Units",,,-14.86825,,
"CPGREN","Consumer prices - energy ","LUX","Luxembourg","GP","Percentage change from previous period","A","Annual","2010","2010","PC","Percentage","0","Units",,,10.18432,,
"CPGREN","Consumer prices - energy ","LUX","Luxembourg","GP","Percentage change from previous period","A","Annual","2011","2011","PC","Percentage","0","Units",,,12.88952,,
"CPGREN","Consumer prices - energy ","LUX","Luxembourg","GP","Percentage change from previous period","A","Annual","2012","2012","PC","Percentage","0","Units",,,7.229407,,
"CPGREN","Consumer prices - energy ","LUX","Luxembourg","GP","Percentage change from previous period","A","Annual","2013","2013","PC","Percentage","0","Units",,,-2.619775,,
"CPGREN","Consumer prices - energy ","LUX","Luxembourg","GP","Percentage change from previous period","A","Annual","2014","2014","PC","Percentage","0","Units",,,-4.620914,,
"CPGREN","Consumer prices - energy ","LUX","Luxembourg","GP","Percentage change from previous period","A","Annual","2015","2015","PC","Percentage","0","Units",,,-9.326459,,
"CPGREN","Consumer prices - energy ","MEX","Mexico","GP","Percentage change from previous period","A","Annual","2000","2000","PC","Percentage","0","Units",,,16.79331,,
"CPGREN","Consumer prices - energy ","MEX","Mexico","GP","Percentage change from previous period","A","Annual","2001","2001","PC","Percentage","0","Units",,,8.558722,,
"CPGREN","Consumer prices - energy ","MEX","Mexico","GP","Percentage change from previous period","A","Annual","2002","2002","PC","Percentage","0","Units",,,7.159244,,
"CPGREN","Consumer prices - energy ","MEX","Mexico","GP","Percentage change from previous period","A","Annual","2003","2003","PC","Percentage","0","Units",,,8.76207,,
"CPGREN","Consumer prices - energy ","MEX","Mexico","GP","Percentage change from previous period","A","Annual","2004","2004","PC","Percentage","0","Units",,,7.526831,,
"CPGREN","Consumer prices - energy ","MEX","Mexico","GP","Percentage change from previous period","A","Annual","2005","2005","PC","Percentage","0","Units",,,6.043523,,
"CPGREN","Consumer prices - energy ","MEX","Mexico","GP","Percentage change from previous period","A","Annual","2006","2006","PC","Percentage","0","Units",,,7.262056,,
"CPGREN","Consumer prices - energy ","MEX","Mexico","GP","Percentage change from previous period","A","Annual","2007","2007","PC","Percentage","0","Units",,,3.852577,,
"CPGREN","Consumer prices - energy ","MEX","Mexico","GP","Percentage change from previous period","A","Annual","2008","2008","PC","Percentage","0","Units",,,6.071911,,
"CPGREN","Consumer prices - energy ","MEX","Mexico","GP","Percentage change from previous period","A","Annual","2009","2009","PC","Percentage","0","Units",,,2.502602,,
"CPGREN","Consumer prices - energy ","MEX","Mexico","GP","Percentage change from previous period","A","Annual","2010","2010","PC","Percentage","0","Units",,,5.409369,,
"CPGREN","Consumer prices - energy ","MEX","Mexico","GP","Percentage change from previous period","A","Annual","2011","2011","PC","Percentage","0","Units",,,5.516433,,
"CPGREN","Consumer prices - energy ","MEX","Mexico","GP","Percentage change from previous period","A","Annual","2012","2012","PC","Percentage","0","Units",,,7.318355,,
"CPGREN","Consumer prices - energy ","MEX","Mexico","GP","Percentage change from previous period","A","Annual","2013","2013","PC","Percentage","0","Units",,,8.137406,,
"CPGREN","Consumer prices - energy ","MEX","Mexico","GP","Percentage change from previous period","A","Annual","2014","2014","PC","Percentage","0","Units",,,8.376515,,
"CPGREN","Consumer prices - energy ","MEX","Mexico","GP","Percentage change from previous period","A","Annual","2015","2015","PC","Percentage","0","Units",,,2.465737,,
"CPGREN","Consumer prices - energy ","NLD","Netherlands","GP","Percentage change from previous period","A","Annual","2000","2000","PC","Percentage","0","Units",,,14.85346,,
"CPGREN","Consumer prices - energy ","NLD","Netherlands","GP","Percentage change from previous period","A","Annual","2001","2001","PC","Percentage","0","Units",,,8.836865,,
"CPGREN","Consumer prices - energy ","NLD","Netherlands","GP","Percentage change from previous period","A","Annual","2002","2002","PC","Percentage","0","Units",,,1.985892,,
"CPGREN","Consumer prices - energy ","NLD","Netherlands","GP","Percentage change from previous period","A","Annual","2003","2003","PC","Percentage","0","Units",,,4.14218,,
"CPGREN","Consumer prices - energy ","NLD","Netherlands","GP","Percentage change from previous period","A","Annual","2004","2004","PC","Percentage","0","Units",,,5.763664,,
"CPGREN","Consumer prices - energy ","NLD","Netherlands","GP","Percentage change from previous period","A","Annual","2005","2005","PC","Percentage","0","Units",,,11.54205,,
"CPGREN","Consumer prices - energy ","NLD","Netherlands","GP","Percentage change from previous period","A","Annual","2006","2006","PC","Percentage","0","Units",,,7.279676,,
"CPGREN","Consumer prices - energy ","NLD","Netherlands","GP","Percentage change from previous period","A","Annual","2007","2007","PC","Percentage","0","Units",,,3.940171,,
"CPGREN","Consumer prices - energy ","NLD","Netherlands","GP","Percentage change from previous period","A","Annual","2008","2008","PC","Percentage","0","Units",,,4.513493,,
"CPGREN","Consumer prices - energy ","NLD","Netherlands","GP","Percentage change from previous period","A","Annual","2009","2009","PC","Percentage","0","Units",,,-3.850373,,
"CPGREN","Consumer prices - energy ","NLD","Netherlands","GP","Percentage change from previous period","A","Annual","2010","2010","PC","Percentage","0","Units",,,-0.2119253,,
"CPGREN","Consumer prices - energy ","NLD","Netherlands","GP","Percentage change from previous period","A","Annual","2011","2011","PC","Percentage","0","Units",,,8.239448,,
"CPGREN","Consumer prices - energy ","NLD","Netherlands","GP","Percentage change from previous period","A","Annual","2012","2012","PC","Percentage","0","Units",,,7.010102,,
"CPGREN","Consumer prices - energy ","NLD","Netherlands","GP","Percentage change from previous period","A","Annual","2013","2013","PC","Percentage","0","Units",,,0.7383765,,
"CPGREN","Consumer prices - energy ","NLD","Netherlands","GP","Percentage change from previous period","A","Annual","2014","2014","PC","Percentage","0","Units",,,-1.644681,,
"CPGREN","Consumer prices - energy ","NLD","Netherlands","GP","Percentage change from previous period","A","Annual","2015","2015","PC","Percentage","0","Units",,,-5.594587,,
"CPGREN","Consumer prices - energy ","NOR","Norway","GP","Percentage change from previous period","A","Annual","2000","2000","PC","Percentage","0","Units",,,11.22311,,
"CPGREN","Consumer prices - energy ","NOR","Norway","GP","Percentage change from previous period","A","Annual","2001","2001","PC","Percentage","0","Units",,,7.760921,,
"CPGREN","Consumer prices - energy ","NOR","Norway","GP","Percentage change from previous period","A","Annual","2002","2002","PC","Percentage","0","Units",,,-2.545732,,
"CPGREN","Consumer prices - energy ","NOR","Norway","GP","Percentage change from previous period","A","Annual","2003","2003","PC","Percentage","0","Units",,,18.81571,,
"CPGREN","Consumer prices - energy ","NOR","Norway","GP","Percentage change from previous period","A","Annual","2004","2004","PC","Percentage","0","Units",,,-2.095432,,
"CPGREN","Consumer prices - energy ","NOR","Norway","GP","Percentage change from previous period","A","Annual","2005","2005","PC","Percentage","0","Units",,,3.016351,,
"CPGREN","Consumer prices - energy ","NOR","Norway","GP","Percentage change from previous period","A","Annual","2006","2006","PC","Percentage","0","Units",,,18.36417,,
"CPGREN","Consumer prices - energy ","NOR","Norway","GP","Percentage change from previous period","A","Annual","2007","2007","PC","Percentage","0","Units",,,-10.69675,,
"CPGREN","Consumer prices - energy ","NOR","Norway","GP","Percentage change from previous period","A","Annual","2008","2008","PC","Percentage","0","Units",,,18.43397,,
"CPGREN","Consumer prices - energy ","NOR","Norway","GP","Percentage change from previous period","A","Annual","2009","2009","PC","Percentage","0","Units",,,-3.898491,,
"CPGREN","Consumer prices - energy ","NOR","Norway","GP","Percentage change from previous period","A","Annual","2010","2010","PC","Percentage","0","Units",,,15.0672,,
"CPGREN","Consumer prices - energy ","NOR","Norway","GP","Percentage change from previous period","A","Annual","2011","2011","PC","Percentage","0","Units",,,1.400123,,
"CPGREN","Consumer prices - energy ","NOR","Norway","GP","Percentage change from previous period","A","Annual","2012","2012","PC","Percentage","0","Units",,,-10.27743,,
"CPGREN","Consumer prices - energy ","NOR","Norway","GP","Percentage change from previous period","A","Annual","2013","2013","PC","Percentage","0","Units",,,8.968698,,
"CPGREN","Consumer prices - energy ","NOR","Norway","GP","Percentage change from previous period","A","Annual","2014","2014","PC","Percentage","0","Units",,,-3.279715,,
"CPGREN","Consumer prices - energy ","NOR","Norway","GP","Percentage change from previous period","A","Annual","2015","2015","PC","Percentage","0","Units",,,-4.327315,,
"CPGREN","Consumer prices - energy ","POL","Poland","GP","Percentage change from previous period","A","Annual","2000","2000","PC","Percentage","0","Units",,,13.36327,,
"CPGREN","Consumer prices - energy ","POL","Poland","GP","Percentage change from previous period","A","Annual","2001","2001","PC","Percentage","0","Units",,,6.919705,,
"CPGREN","Consumer prices - energy ","POL","Poland","GP","Percentage change from previous period","A","Annual","2002","2002","PC","Percentage","0","Units",,,4.119113,,
"CPGREN","Consumer prices - energy ","POL","Poland","GP","Percentage change from previous period","A","Annual","2003","2003","PC","Percentage","0","Units",,,4.380172,,
"CPGREN","Consumer prices - energy ","POL","Poland","GP","Percentage change from previous period","A","Annual","2004","2004","PC","Percentage","0","Units",,,5.104412,,
"CPGREN","Consumer prices - energy ","POL","Poland","GP","Percentage change from previous period","A","Annual","2005","2005","PC","Percentage","0","Units",,,5.741807,,
"CPGREN","Consumer prices - energy ","POL","Poland","GP","Percentage change from previous period","A","Annual","2006","2006","PC","Percentage","0","Units",,,4.876395,,
"CPGREN","Consumer prices - energy ","POL","Poland","GP","Percentage change from previous period","A","Annual","2007","2007","PC","Percentage","0","Units",,,3.649696,,
"CPGREN","Consumer prices - energy ","POL","Poland","GP","Percentage change from previous period","A","Annual","2008","2008","PC","Percentage","0","Units",,,8.183938,,
"CPGREN","Consumer prices - energy ","POL","Poland","GP","Percentage change from previous period","A","Annual","2009","2009","PC","Percentage","0","Units",,,5.86312,,
"CPGREN","Consumer prices - energy ","POL","Poland","GP","Percentage change from previous period","A","Annual","2010","2010","PC","Percentage","0","Units",,,6.170153,,
"CPGREN","Consumer prices - energy ","POL","Poland","GP","Percentage change from previous period","A","Annual","2011","2011","PC","Percentage","0","Units",,,9.110744,,
"CPGREN","Consumer prices - energy ","POL","Poland","GP","Percentage change from previous period","A","Annual","2012","2012","PC","Percentage","0","Units",,,7.871296,,
"CPGREN","Consumer prices - energy ","POL","Poland","GP","Percentage change from previous period","A","Annual","2013","2013","PC","Percentage","0","Units",,,-1.724525,,
"CPGREN","Consumer prices - energy ","POL","Poland","GP","Percentage change from previous period","A","Annual","2014","2014","PC","Percentage","0","Units",,,-1.108888,,
"CPGREN","Consumer prices - energy ","POL","Poland","GP","Percentage change from previous period","A","Annual","2015","2015","PC","Percentage","0","Units",,,-4.121149,,
