"TIME","GEO","INDIC_DE","Value","Flag and Footnotes"
"2007","Sweden","Average population - total","9,148,092",""
"2007","Sweden","Average population - males","4,543,722",""
"2007","United Kingdom","Population on 1 January - total ","61,073,279",""
"2007","United Kingdom","Population on 1 January - males","29,894,834",""
"2007","United Kingdom","Population on 1 January - females","31,178,445",""
"2007","United Kingdom","Average population - total","61,322,463",""
"2007","United Kingdom","Average population - males","30,029,592",""
"2007","Iceland","Population on 1 January - total ","307,672",""
"2007","Iceland","Population on 1 January - males","156,576",""
"2007","Iceland","Population on 1 January - females","151,096",""
"2007","Iceland","Average population - total","311,566",""
"2007","Iceland","Average population - males","158,736",""
"2007","Liechtenstein","Population on 1 January - total ","35,168",""
"2007","Liechtenstein","Population on 1 January - males","17,343",""
"2007","Liechtenstein","Population on 1 January - females","17,825",""
"2007","Liechtenstein","Average population - total","35,262",""
"2007","Liechtenstein","Average population - males","17,396",""
"2007","Norway","Population on 1 January - total ","4,681,134",""
"2007","Norway","Population on 1 January - males","2,325,788",""
"2007","Norway","Population on 1 January - females","2,355,346",""
"2007","Norway","Average population - total","4,709,153",""
"2007","Norway","Average population - males","2,342,739",""
"2007","Switzerland","Population on 1 January - total ","7,508,739",""
"2007","Switzerland","Population on 1 January - males","3,679,359",""
"2007","Switzerland","Population on 1 January - females","3,829,380",""
"2007","Switzerland","Average population - total","7,551,117",""
"2007","Switzerland","Average population - males","3,703,187",""
"2007","Albania","Population on 1 January - total ","3,152,625",""
"2007","Albania","Population on 1 January - males","1,582,319",""
"2007","Albania","Population on 1 January - females","1,570,306",""
"2007","Albania","Average population - total","3,161,338",""
"2007","Albania","Average population - males","1,585,449",""
"2007","Serbia","Population on 1 January - total ","7,397,651",""
"2007","Serbia","Population on 1 January - males","3,596,842",""
"2007","Serbia","Population on 1 January - females","3,800,809",""
"2007","Serbia","Average population - total","7,381,579",""
"2007","Serbia","Average population - males","3,588,966",""
"2007","Turkey","Population on 1 January - total ","69,729,967",""
"2007","Turkey","Population on 1 January - males","34,929,709",""
"2007","Turkey","Population on 1 January - females","34,800,258",""
"2007","Turkey","Average population - total","70,158,112",""
"2007","Turkey","Average population - males","35,145,971",""
"2007","Andorra","Population on 1 January - total ","81,222",""
"2007","Andorra","Population on 1 January - males","42,517",""
"2007","Andorra","Population on 1 January - females","38,705",""
"2007","Andorra","Average population - total","82,180",""
"2007","Andorra","Average population - males","43,016",""
"2007","Belarus","Population on 1 January - total ","9,714,461",""
"2007","Belarus","Population on 1 January - males","4,535,032",""
"2007","Belarus","Population on 1 January - females","5,179,429",""
"2007","Belarus","Average population - total","9,702,116",""
"2007","Belarus","Average population - males","4,528,222",""
"2007","Bosnia and Herzegovina","Population on 1 January - total ","3,844,017",""
"2007","Bosnia and Herzegovina","Population on 1 January - males","1,883,568",""
"2007","Bosnia and Herzegovina","Population on 1 January - females","1,960,449",""
"2007","Bosnia and Herzegovina","Average population - total","3,843,932",""
"2007","Bosnia and Herzegovina","Average population - males","1,883,527",""
"2007","Moldova","Population on 1 January - total ","3,581,110",""
"2007","Moldova","Population on 1 January - males","1,721,030",""
"2007","Moldova","Population on 1 January - females","1,860,080",""
"2007","Moldova","Average population - total","3,576,907",""
"2007","Moldova","Average population - males","1,719,245",""
"2007","Monaco","Population on 1 January - total ",":",""
"2007","Monaco","Population on 1 January - males",":",""
"2007","Monaco","Population on 1 January - females",":",""
"2007","Monaco","Average population - total",":",""
"2007","Monaco","Average population - males",":",""
"2007","Russia","Population on 1 January - total ","142,220,968",""
"2007","Russia","Population on 1 January - males","65,848,988",""
"2007","Russia","Population on 1 January - females","76,371,980",""
"2007","Russia","Average population - total","142,114,903",""
"2007","Russia","Average population - males","65,783,032",""
"2007","San Marino","Population on 1 January - total ","30,368",""
"2007","San Marino","Population on 1 January - males","14,924",""
"2007","San Marino","Population on 1 January - females","15,444",""
"2007","San Marino","Average population - total","31,211",""
"2007","San Marino","Average population - males","15,664",""
"2007","Ukraine","Population on 1 January - total ","46,465,691",""
"2007","Ukraine","Population on 1 January - males","21,434,680",""
"2007","Ukraine","Population on 1 January - females","25,031,011",""
"2007","Ukraine","Average population - total","46,329,000",""
"2007","Ukraine","Average population - males","21,366,179",""
"2007","Armenia","Population on 1 January - total ","3,222,953",""
"2007","Armenia","Population on 1 January - males","1,557,399",""
"2007","Armenia","Population on 1 January - females","1,665,554",""
"2007","Armenia","Average population - total","3,226,520",""
"2007","Armenia","Average population - males","1,559,978",""
"2008","Belgium","Population on 1 January - total ","10,666,866",""
"2008","Belgium","Population on 1 January - males","5,224,309",""
"2008","Belgium","Population on 1 January - females","5,442,557",""
"2008","Belgium","Average population - total","10,709,973",""
"2008","Belgium","Average population - males","5,246,480",""
"2008","Bulgaria","Population on 1 January - total ","7,518,002",""
"2008","Bulgaria","Population on 1 January - males","3,660,367",""
"2008","Bulgaria","Population on 1 January - females","3,857,635",""
"2008","Bulgaria","Average population - total","7,492,561",""
"2008","Bulgaria","Average population - males","3,648,111",""
"2008","Czech Republic","Population on 1 January - total ","10,343,422",""
"2008","Czech Republic","Population on 1 January - males","5,065,117",""
"2008","Czech Republic","Population on 1 January - females","5,278,305",""
"2008","Czech Republic","Average population - total","10,384,603",""
"2008","Czech Republic","Average population - males","5,090,898",""
"2008","Denmark","Population on 1 January - total ","5,475,791",""
"2008","Denmark","Population on 1 January - males","2,712,666",""
"2008","Denmark","Population on 1 January - females","2,763,125",""
"2008","Denmark","Average population - total","5,493,621",""
"2008","Denmark","Average population - males","2,722,343",""
"2008","Germany (until 1990 former territory of the FRG)","Population on 1 January - total ","82,217,837",""
"2008","Germany (until 1990 former territory of the FRG)","Population on 1 January - males","40,274,292",""
"2008","Germany (until 1990 former territory of the FRG)","Population on 1 January - females","41,943,545",""
"2008","Germany (until 1990 former territory of the FRG)","Average population - total","82,110,097",""
"2008","Germany (until 1990 former territory of the FRG)","Average population - males","40,229,288",""
"2008","Estonia","Population on 1 January - total ","1,338,440",""
"2008","Estonia","Population on 1 January - males","622,050",""
"2008","Estonia","Population on 1 January - females","716,390",""
"2008","Estonia","Average population - total","1,337,090",""
"2008","Estonia","Average population - males","621,685",""
"2008","Ireland","Population on 1 January - total ","4,457,765",""
"2008","Ireland","Population on 1 January - males","2,226,754",""
"2008","Ireland","Population on 1 January - females","2,231,011",""
"2008","Ireland","Average population - total","4,489,544",""
"2008","Ireland","Average population - males","2,239,706",""
"2008","Greece","Population on 1 January - total ","11,060,937",""
"2008","Greece","Population on 1 January - males","5,447,947",""
"2008","Greece","Population on 1 January - females","5,612,990",""
"2008","Greece","Average population - total","11,077,841",""
"2008","Greece","Average population - males","5,452,021",""
"2008","Spain","Population on 1 January - total ","45,668,939",""
"2008","Spain","Population on 1 January - males","22,591,483",""
"2008","Spain","Population on 1 January - females","23,077,456",""
"2008","Spain","Average population - total","45,954,106",""
"2008","Spain","Average population - males","22,736,009",""
"2008","France","Population on 1 January - total ","64,007,193",""
"2008","France","Population on 1 January - males","30,980,230",""
"2008","France","Population on 1 January - females","33,026,963",""
"2008","France","Average population - total","64,178,710",""
"2008","France","Average population - males","31,064,105",""
"2008","Croatia","Population on 1 January - total ","4,311,967",""
"2008","Croatia","Population on 1 January - males","2,076,988",""
"2008","Croatia","Population on 1 January - females","2,234,979",""
"2008","Croatia","Average population - total","4,310,882",""
"2008","Croatia","Average population - males","2,076,878",""
"2008","Italy","Population on 1 January - total ","58,652,875",""
"2008","Italy","Population on 1 January - males","28,411,242",""
"2008","Italy","Population on 1 January - females","30,241,633",""
"2008","Italy","Average population - total","58,826,731",""
"2008","Italy","Average population - males","28,490,625",""
"2008","Cyprus","Population on 1 January - total ","776,333",""
"2008","Cyprus","Population on 1 January - males","380,458",""
"2008","Cyprus","Population on 1 January - females","395,875",""
"2008","Cyprus","Average population - total","786,632",""
"2008","Cyprus","Average population - males","385,192",""
"2008","Latvia","Population on 1 January - total ","2,191,810",""
"2008","Latvia","Population on 1 January - males","1,007,041",""
"2008","Latvia","Population on 1 January - females","1,184,769",""
"2008","Latvia","Average population - total","2,177,322",""
"2008","Latvia","Average population - males","999,845",""
"2008","Lithuania","Population on 1 January - total ","3,212,605",""
"2008","Lithuania","Population on 1 January - males","1,487,419",""
"2008","Lithuania","Population on 1 January - females","1,725,186",""
"2008","Lithuania","Average population - total","3,198,231",""
"2008","Lithuania","Average population - males","1,480,386",""
"2008","Luxembourg","Population on 1 January - total ","483,799",""
"2008","Luxembourg","Population on 1 January - males","239,607",""
"2008","Luxembourg","Population on 1 January - females","244,192",""
"2008","Luxembourg","Average population - total","488,650",""
"2008","Luxembourg","Average population - males","242,221",""
"2008","Hungary","Population on 1 January - total ","10,045,401",""
"2008","Hungary","Population on 1 January - males","4,769,562",""
"2008","Hungary","Population on 1 January - females","5,275,839",""
"2008","Hungary","Average population - total","10,038,188",""
"2008","Hungary","Average population - males","4,766,306",""
"2008","Malta","Population on 1 January - total ","407,832",""
"2008","Malta","Population on 1 January - males","202,734",""
"2008","Malta","Population on 1 January - females","205,098",""
"2008","Malta","Average population - total","409,379",""
"2008","Malta","Average population - males","203,671",""
"2008","Netherlands","Population on 1 January - total ","16,405,399",""
"2008","Netherlands","Population on 1 January - males","8,112,073",""
"2008","Netherlands","Population on 1 January - females","8,293,326",""
"2008","Netherlands","Average population - total","16,445,593",""
"2008","Netherlands","Average population - males","8,134,235",""
"2008","Austria","Population on 1 January - total ","8,307,989",""
"2008","Austria","Population on 1 January - males","4,042,489",""
"2008","Austria","Population on 1 January - females","4,265,500",""
"2008","Austria","Average population - total","8,321,496",""
"2008","Austria","Average population - males","4,049,712",""
"2008","Poland","Population on 1 January - total ","38,115,641",""
"2008","Poland","Population on 1 January - males","18,411,501",""
"2008","Poland","Population on 1 January - females","19,704,140",""
"2008","Poland","Average population - total","38,125,759",""
"2008","Poland","Average population - males","18,413,214",""
"2008","Portugal","Population on 1 January - total ","10,553,339",""
"2008","Portugal","Population on 1 January - males","5,069,747",""
"2008","Portugal","Population on 1 January - females","5,483,592",""
"2008","Portugal","Average population - total","10,558,177",""
"2008","Portugal","Average population - males","5,067,993",""
"2008","Romania","Population on 1 January - total ","20,635,460",""
"2008","Romania","Population on 1 January - males","10,049,194",""
"2008","Romania","Population on 1 January - females","10,586,266",""
"2008","Romania","Average population - total","20,537,875",""
"2008","Romania","Average population - males","10,000,534",""
"2008","Slovenia","Population on 1 January - total ","2,010,269","b"
"2008","Slovenia","Population on 1 January - males","986,533","b"
"2008","Slovenia","Population on 1 January - females","1,023,736","b"
"2008","Slovenia","Average population - total","2,021,316","b"
"2008","Slovenia","Average population - males","995,239","b"
"2008","Slovakia","Population on 1 January - total ","5,376,064",""
"2008","Slovakia","Population on 1 January - males","2,613,688",""
"2008","Slovakia","Population on 1 January - females","2,762,376",""
"2008","Slovakia","Average population - total","5,379,233",""
"2008","Slovakia","Average population - males","2,616,013",""
"2008","Finland","Population on 1 January - total ","5,300,484",""
"2008","Finland","Population on 1 January - males","2,596,787",""
"2008","Finland","Population on 1 January - females","2,703,697",""
"2008","Finland","Average population - total","5,313,399",""
"2008","Finland","Average population - males","2,604,220",""
"2008","Sweden","Population on 1 January - total ","9,182,927",""
"2008","Sweden","Population on 1 January - males","4,563,921",""
"2008","Sweden","Population on 1 January - females","4,619,006",""
"2008","Sweden","Average population - total","9,219,637",""
"2008","Sweden","Average population - males","4,583,816",""
"2008","United Kingdom","Population on 1 January - total ","61,571,647",""
"2008","United Kingdom","Population on 1 January - males","30,164,349",""
"2008","United Kingdom","Population on 1 January - females","31,407,298",""
"2008","United Kingdom","Average population - total","61,806,995",""
"2008","United Kingdom","Average population - males","30,290,436",""
"2008","Iceland","Population on 1 January - total ","315,459",""
"2008","Iceland","Population on 1 January - males","160,896",""
"2008","Iceland","Population on 1 January - females","154,563",""
"2008","Iceland","Average population - total","317,414",""
"2008","Iceland","Average population - males","161,482",""
"2008","Liechtenstein","Population on 1 January - total ","35,356",""
"2008","Liechtenstein","Population on 1 January - males","17,448",""
"2008","Liechtenstein","Population on 1 January - females","17,908",""
"2008","Liechtenstein","Average population - total","35,473",""
"2008","Liechtenstein","Average population - males","17,520",""
"2008","Norway","Population on 1 January - total ","4,737,171",""
"2008","Norway","Population on 1 January - males","2,359,690",""
"2008","Norway","Population on 1 January - females","2,377,481",""
"2008","Norway","Average population - total","4,768,212",""
"2008","Norway","Average population - males","2,377,372",""
"2008","Switzerland","Population on 1 January - total ","7,593,494",""
"2008","Switzerland","Population on 1 January - males","3,727,014",""
"2008","Switzerland","Population on 1 January - females","3,866,480",""
"2008","Switzerland","Average population - total","7,647,675",""
"2008","Switzerland","Average population - males","3,756,845",""
"2008","Albania","Population on 1 January - total ","3,170,050",""
"2008","Albania","Population on 1 January - males","1,588,579",""
"2008","Albania","Population on 1 January - females","1,581,471",""
"2008","Albania","Average population - total","3,177,376",""
"2008","Albania","Average population - males","1,586,608",""
"2008","Serbia","Population on 1 January - total ","7,365,507",""
"2008","Serbia","Population on 1 January - males","3,581,090",""
"2008","Serbia","Population on 1 January - females","3,784,417",""
"2008","Serbia","Average population - total","7,350,222",""
"2008","Serbia","Average population - males","3,573,812",""
"2008","Turkey","Population on 1 January - total ","70,586,256",""
"2008","Turkey","Population on 1 January - males","35,362,233",""
"2008","Turkey","Population on 1 January - females","35,224,023",""
"2008","Turkey","Average population - total","71,051,678",""
"2008","Turkey","Average population - males","35,631,693",""
"2008","Andorra","Population on 1 January - total ","83,137",""
"2008","Andorra","Population on 1 January - males","43,515",""
"2008","Andorra","Population on 1 January - females","39,622",""
"2008","Andorra","Average population - total","83,811",""
"2008","Andorra","Average population - males","43,848",""
"2008","Belarus","Population on 1 January - total ","9,689,770",""
"2008","Belarus","Population on 1 January - males","4,521,412",""
"2008","Belarus","Population on 1 January - females","5,168,358",""
"2008","Belarus","Average population - total","9,680,841",""
"2008","Belarus","Average population - males","4,516,518",""
"2008","Bosnia and Herzegovina","Population on 1 January - total ","3,843,846",""
"2008","Bosnia and Herzegovina","Population on 1 January - males","1,883,485",""
"2008","Bosnia and Herzegovina","Population on 1 January - females","1,960,361",""
"2008","Bosnia and Herzegovina","Average population - total","3,843,922",""
"2008","Bosnia and Herzegovina","Average population - males","1,880,749",""
"2008","Moldova","Population on 1 January - total ","3,572,703",""
"2008","Moldova","Population on 1 January - males","1,717,459",""
"2008","Moldova","Population on 1 January - females","1,855,244",""
"2008","Moldova","Average population - total","3,570,108",""
"2008","Moldova","Average population - males","1,716,195",""
"2008","Monaco","Population on 1 January - total ",":",""
"2008","Monaco","Population on 1 January - males",":",""
"2008","Monaco","Population on 1 January - females",":",""
"2008","Monaco","Average population - total",":",""
"2008","Monaco","Average population - males",":",""
"2008","Russia","Population on 1 January - total ","142,008,838",""
"2008","Russia","Population on 1 January - males","65,717,075",""
"2008","Russia","Population on 1 January - females","76,291,763",""
"2008","Russia","Average population - total","141,956,409",""
"2008","Russia","Average population - males","65,679,355",""
"2008","San Marino","Population on 1 January - total ","32,054",""
"2008","San Marino","Population on 1 January - males","16,404",""
"2008","San Marino","Population on 1 January - females","15,650",""
"2008","San Marino","Average population - total","31,662",""
"2008","San Marino","Average population - males","15,874",""
"2008","Ukraine","Population on 1 January - total ","46,192,309",""
"2008","Ukraine","Population on 1 January - males","21,297,678",""
"2008","Ukraine","Population on 1 January - females","24,894,631",""
"2008","Ukraine","Average population - total","46,077,834",""
"2008","Ukraine","Average population - males","21,241,305",""
"2008","Armenia","Population on 1 January - total ","3,230,086",""
"2008","Armenia","Population on 1 January - males","1,562,557",""
"2008","Armenia","Population on 1 January - females","1,667,529",""
"2008","Armenia","Average population - total","3,234,031",""
"2008","Armenia","Average population - males","1,565,411",""
"2009","Belgium","Population on 1 January - total ","10,753,080",""
"2009","Belgium","Population on 1 January - males","5,268,651",""
"2009","Belgium","Population on 1 January - females","5,484,429",""
"2009","Belgium","Average population - total","10,796,493",""
"2009","Belgium","Average population - males","5,290,436",""
"2009","Bulgaria","Population on 1 January - total ","7,467,119",""
"2009","Bulgaria","Population on 1 January - males","3,635,855",""
"2009","Bulgaria","Population on 1 January - females","3,831,264",""
"2009","Bulgaria","Average population - total","7,444,443",""
"2009","Bulgaria","Average population - males","3,624,907",""
"2009","Czech Republic","Population on 1 January - total ","10,425,783",""
"2009","Czech Republic","Population on 1 January - males","5,116,678",""
"2009","Czech Republic","Population on 1 January - females","5,309,105",""
"2009","Czech Republic","Average population - total","10,443,936",""
"2009","Czech Republic","Average population - males","5,126,422",""
"2009","Denmark","Population on 1 January - total ","5,511,451",""
"2009","Denmark","Population on 1 January - males","2,732,020",""
"2009","Denmark","Population on 1 January - females","2,779,431",""
"2009","Denmark","Average population - total","5,523,095",""
"2009","Denmark","Average population - males","2,737,653",""
"2009","Germany (until 1990 former territory of the FRG)","Population on 1 January - total ","82,002,356",""
"2009","Germany (until 1990 former territory of the FRG)","Population on 1 January - males","40,184,283",""
"2009","Germany (until 1990 former territory of the FRG)","Population on 1 January - females","41,818,073",""
"2009","Germany (until 1990 former territory of the FRG)","Average population - total","81,902,307",""
"2009","Germany (until 1990 former territory of the FRG)","Average population - males","40,143,945",""
"2009","Estonia","Population on 1 January - total ","1,335,740",""
"2009","Estonia","Population on 1 January - males","621,320",""
"2009","Estonia","Population on 1 January - females","714,420",""
"2009","Estonia","Average population - total","1,334,515",""
"2009","Estonia","Average population - males","621,060",""
"2009","Ireland","Population on 1 January - total ","4,521,322",""
"2009","Ireland","Population on 1 January - males","2,252,658",""
"2009","Ireland","Population on 1 January - females","2,268,664",""
"2009","Ireland","Average population - total","4,535,375",""
"2009","Ireland","Average population - males","2,256,816",""
"2009","Greece","Population on 1 January - total ","11,094,745",""
"2009","Greece","Population on 1 January - males","5,456,095",""
"2009","Greece","Population on 1 January - females","5,638,650",""
"2009","Greece","Average population - total","11,107,017",""
"2009","Greece","Average population - males","5,458,480",""
"2009","Spain","Population on 1 January - total ","46,239,273",""
"2009","Spain","Population on 1 January - males","22,880,534",""
"2009","Spain","Population on 1 January - females","23,358,739",""
"2009","Spain","Average population - total","46,362,946",""
"2009","Spain","Average population - males","22,931,403",""
"2009","France","Population on 1 January - total ","64,350,226",""
"2009","France","Population on 1 January - males","31,147,979",""
"2009","France","Population on 1 January - females","33,202,247",""
"2009","France","Average population - total","64,504,541",""
"2009","France","Average population - males","31,224,872",""
"2009","Croatia","Population on 1 January - total ","4,309,796",""
"2009","Croatia","Population on 1 January - males","2,076,767",""
"2009","Croatia","Population on 1 January - females","2,233,029",""
"2009","Croatia","Average population - total","4,306,322",""
"2009","Croatia","Average population - males","2,075,709",""
"2009","Italy","Population on 1 January - total ","59,000,586",""
"2009","Italy","Population on 1 January - males","28,570,007",""
"2009","Italy","Population on 1 January - females","30,430,579",""
"2009","Italy","Average population - total","59,095,365",""
"2009","Italy","Average population - males","28,609,696",""
"2009","Cyprus","Population on 1 January - total ","796,930",""
"2009","Cyprus","Population on 1 January - males","389,926",""
"2009","Cyprus","Population on 1 January - females","407,004",""
"2009","Cyprus","Average population - total","808,035",""
"2009","Cyprus","Average population - males","394,766",""
"2009","Latvia","Population on 1 January - total ","2,162,834",""
"2009","Latvia","Population on 1 January - males","992,648",""
"2009","Latvia","Population on 1 January - females","1,170,186",""
"2009","Latvia","Average population - total","2,141,669",""
"2009","Latvia","Average population - males","981,790",""
"2009","Lithuania","Population on 1 January - total ","3,183,856",""
"2009","Lithuania","Population on 1 January - males","1,473,352",""
"2009","Lithuania","Population on 1 January - females","1,710,504",""
"2009","Lithuania","Average population - total","3,162,916",""
"2009","Lithuania","Average population - males","1,461,776",""
"2009","Luxembourg","Population on 1 January - total ","493,500",""
"2009","Luxembourg","Population on 1 January - males","244,835",""
"2009","Luxembourg","Population on 1 January - females","248,665",""
"2009","Luxembourg","Average population - total","497,783",""
"2009","Luxembourg","Average population - males","247,121",""
"2009","Hungary","Population on 1 January - total ","10,030,975",""
"2009","Hungary","Population on 1 January - males","4,763,050",""
"2009","Hungary","Population on 1 January - females","5,267,925",""
"2009","Hungary","Average population - total","10,022,650",""
"2009","Hungary","Average population - males","4,759,975",""
"2009","Malta","Population on 1 January - total ","410,926",""
"2009","Malta","Population on 1 January - males","204,607",""
"2009","Malta","Population on 1 January - females","206,319",""
"2009","Malta","Average population - total","412,477",""
"2009","Malta","Average population - males","205,405",""
"2009","Netherlands","Population on 1 January - total ","16,485,787",""
"2009","Netherlands","Population on 1 January - males","8,156,396",""
"2009","Netherlands","Population on 1 January - females","8,329,391",""
"2009","Netherlands","Average population - total","16,530,388",""
"2009","Netherlands","Average population - males","8,179,936",""
"2009","Austria","Population on 1 January - total ","8,335,003",""
"2009","Austria","Population on 1 January - males","4,056,935",""
"2009","Austria","Population on 1 January - females","4,278,068",""
"2009","Austria","Average population - total","8,343,323",""
"2009","Austria","Average population - males","4,061,568",""
"2009","Poland","Population on 1 January - total ","38,135,876",""
"2009","Poland","Population on 1 January - males","18,414,926",""
"2009","Poland","Population on 1 January - females","19,720,950",""
"2009","Poland","Average population - total","38,151,603",""
"2009","Poland","Average population - males","18,421,834",""
"2009","Portugal","Population on 1 January - total ","10,563,014",""
"2009","Portugal","Population on 1 January - males","5,066,239",""
"2009","Portugal","Population on 1 January - females","5,496,775",""
"2009","Portugal","Average population - total","10,568,247",""
"2009","Portugal","Average population - males","5,064,992",""
"2009","Romania","Population on 1 January - total ","20,440,290",""
"2009","Romania","Population on 1 January - males","9,951,873",""
"2009","Romania","Population on 1 January - females","10,488,417",""
"2009","Romania","Average population - total","20,367,487",""
"2009","Romania","Average population - males","9,916,141",""
"2009","Slovenia","Population on 1 January - total ","2,032,362",""
"2009","Slovenia","Population on 1 January - males","1,003,945",""
"2009","Slovenia","Population on 1 January - females","1,028,417",""
"2009","Slovenia","Average population - total","2,039,669",""
"2009","Slovenia","Average population - males","1,009,026",""
"2009","Slovakia","Population on 1 January - total ","5,382,401",""
"2009","Slovakia","Population on 1 January - males","2,618,337",""
"2009","Slovakia","Population on 1 January - females","2,764,064",""
"2009","Slovakia","Average population - total","5,386,406",""
"2009","Slovakia","Average population - males","2,620,942",""
"2009","Finland","Population on 1 January - total ","5,326,314",""
"2009","Finland","Population on 1 January - males","2,611,653",""
"2009","Finland","Population on 1 January - females","2,714,661",""
"2009","Finland","Average population - total","5,338,871",""
"2009","Finland","Average population - males","2,618,360",""
"2009","Sweden","Population on 1 January - total ","9,256,347",""
"2009","Sweden","Population on 1 January - males","4,603,710",""
"2009","Sweden","Population on 1 January - females","4,652,637",""
"2009","Sweden","Average population - total","9,298,515",""
"2009","Sweden","Average population - males","4,626,362",""
"2009","United Kingdom","Population on 1 January - total ","62,042,343",""
"2009","United Kingdom","Population on 1 January - males","30,416,523",""
"2009","United Kingdom","Population on 1 January - females","31,625,820",""
"2009","United Kingdom","Average population - total","62,276,270",""
"2009","United Kingdom","Average population - males","30,542,746",""
"2009","Iceland","Population on 1 January - total ","319,368",""
"2009","Iceland","Population on 1 January - males","162,068",""
"2009","Iceland","Population on 1 January - females","157,300",""
"2009","Iceland","Average population - total","318,499",""
"2009","Iceland","Average population - males","161,002",""
"2009","Liechtenstein","Population on 1 January - total ","35,589",""
"2009","Liechtenstein","Population on 1 January - males","17,591",""
"2009","Liechtenstein","Population on 1 January - females","17,998",""
"2009","Liechtenstein","Average population - total","35,742",""
"2009","Liechtenstein","Average population - males","17,680",""
"2009","Norway","Population on 1 January - total ","4,799,252",""
"2009","Norway","Population on 1 January - males","2,395,053",""
"2009","Norway","Population on 1 January - females","2,404,199",""
"2009","Norway","Average population - total","4,828,726",""
"2009","Norway","Average population - males","2,410,903",""
"2009","Switzerland","Population on 1 January - total ","7,701,856",""
"2009","Switzerland","Population on 1 January - males","3,786,675",""
"2009","Switzerland","Population on 1 January - females","3,915,181",""
"2009","Switzerland","Average population - total","7,743,831",""
"2009","Switzerland","Average population - males","3,808,621",""
"2009","Albania","Population on 1 January - total ","3,184,701",""
"2009","Albania","Population on 1 January - males","1,584,637",""
"2009","Albania","Population on 1 January - females","1,600,064",""
"2009","Albania","Average population - total",":",""
"2009","Albania","Average population - males",":",""
"2009","Serbia","Population on 1 January - total ","7,334,937",""
"2009","Serbia","Population on 1 January - males","3,566,533",""
"2009","Serbia","Population on 1 January - females","3,768,404",""
"2009","Serbia","Average population - total","7,320,807",""
"2009","Serbia","Average population - males","3,560,054",""
"2009","Turkey","Population on 1 January - total ","71,517,100",""
"2009","Turkey","Population on 1 January - males","35,901,154",""
"2009","Turkey","Population on 1 January - females","35,615,946",""
"2009","Turkey","Average population - total","72,039,206",""
"2009","Turkey","Average population - males","36,181,812",""
"2009","Andorra","Population on 1 January - total ","84,484",""
"2009","Andorra","Population on 1 January - males","44,181",""
"2009","Andorra","Population on 1 January - females","40,303",""
"2009","Andorra","Average population - total","84,283",""
"2009","Andorra","Average population - males","43,984",""
"2009","Belarus","Population on 1 January - total ","9,671,912",""
"2009","Belarus","Population on 1 January - males","4,511,623",""
"2009","Belarus","Population on 1 January - females","5,160,289",""
"2009","Belarus","Average population - total","9,576,045",""
"2009","Belarus","Average population - males","4,464,268",""
"2009","Bosnia and Herzegovina","Population on 1 January - total ","3,843,998",""
"2009","Bosnia and Herzegovina","Population on 1 January - males","1,878,012",""
"2009","Bosnia and Herzegovina","Population on 1 January - females","1,965,986",""
"2009","Bosnia and Herzegovina","Average population - total","3,844,022",""
"2009","Bosnia and Herzegovina","Average population - males","1,878,024",""
"2009","Moldova","Population on 1 January - total ","3,567,512",""
"2009","Moldova","Population on 1 January - males","1,714,931",""
"2009","Moldova","Population on 1 January - females","1,852,581",""
"2009","Moldova","Average population - total","3,565,604",""
"2009","Moldova","Average population - males","1,714,209",""
"2009","Monaco","Population on 1 January - total ",":",""
"2009","Monaco","Population on 1 January - males",":",""
"2009","Monaco","Population on 1 January - females",":",""
"2009","Monaco","Average population - total",":",""
"2009","Monaco","Average population - males",":",""
"2009","Russia","Population on 1 January - total ","141,903,979",""
"2009","Russia","Population on 1 January - males","65,641,634",""
"2009","Russia","Population on 1 January - females","76,262,345",""
"2009","Russia","Average population - total","141,909,244",""
"2009","Russia","Average population - males","65,640,507",""
"2009","San Marino","Population on 1 January - total ","31,269",""
"2009","San Marino","Population on 1 January - males","15,343",""
"2009","San Marino","Population on 1 January - females","15,926",""
"2009","San Marino","Average population - total",":",""
"2009","San Marino","Average population - males",":",""
"2009","Ukraine","Population on 1 January - total ","45,963,359",""
"2009","Ukraine","Population on 1 January - males","21,184,932",""
"2009","Ukraine","Population on 1 January - females","24,778,427",""
"2009","Ukraine","Average population - total","45,872,976",""
"2009","Ukraine","Average population - males","21,146,000",""
"2009","Armenia","Population on 1 January - total ","3,237,976",""
"2009","Armenia","Population on 1 January - males","1,568,265",""
"2009","Armenia","Population on 1 January - females","1,669,711",""
"2009","Armenia","Average population - total","3,243,729",""
"2009","Armenia","Average population - males","1,572,046",""
"2010","Belgium","Population on 1 January - total ","10,839,905",""
"2010","Belgium","Population on 1 January - males","5,312,221",""
"2010","Belgium","Population on 1 January - females","5,527,684",""
"2010","Belgium","Average population - total","10,895,586",""
"2010","Belgium","Average population - males","5,341,228",""
"2010","Bulgaria","Population on 1 January - total ","7,421,766",""
"2010","Bulgaria","Population on 1 January - males","3,613,958",""
"2010","Bulgaria","Population on 1 January - females","3,807,808",""
"2010","Bulgaria","Average population - total","7,395,599",""
"2010","Bulgaria","Average population - males","3,601,442",""
"2010","Czech Republic","Population on 1 January - total ","10,462,088",""
"2010","Czech Republic","Population on 1 January - males","5,136,166",""
"2010","Czech Republic","Population on 1 January - females","5,325,922",""
"2010","Czech Republic","Average population - total","10,474,410",""
"2010","Czech Republic","Average population - males","5,141,699",""
"2010","Denmark","Population on 1 January - total ","5,534,738",""
